StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
2280,18,1,Caucasian,Some College,2.8322270123579900,18,1,Very High,1,0,0,0,1.4195226349555500
2833,18,1,African American,High School,9.962593483679610,28,1,Low,0,1,0,0,0.0
3391,16,1,African American,,12.416652655483900,17,0,Moderate,0,1,1,0,1.8032967626292100
1406,18,1,African American,High School,7.886822927013290,26,0,,0,0,0,0,0.1152318548488270
1758,17,0,Caucasian,Some College,6.744040703379060,6,0,Moderate,0,0,0,1,2.60838689826964
2229,16,1,African American,Higher,9.089654659107130,19,0,Moderate,0,1,0,0,1.6117379539626000
3022,17,1,African American,Some College,19.19833379284180,8,0,Very High,0,0,0,0,2.7170969538329500
2176,17,0,African American,Bachelor,0.9854730716554290,15,0,High,0,1,0,0,1.8970003503646600
2595,18,1,Caucasian,Higher,5.0944100091509800,6,1,High,0,0,0,0,2.527606693940520
1744,15,0,African American,,8.219212160718070,12,0,,0,0,0,0,1.5377839093207300
1807,18,0,Caucasian,High School,13.7658599685451,27,1,Low,1,0,1,1,0.9220132315429360
3210,15,0,Asian,,17.531962376700400,24,0,Moderate,1,0,0,0,0.8597452884552540
2714,15,0,African American,,1.9932784415355200,13,0,Low,0,1,1,0,1.8556669117535300
2294,15,1,African American,Some College,0.3052967929205950,23,0,,1,0,0,0,0.192625111740147
1149,15,0,African American,Higher,1.3602046390484100,22,0,Low,1,1,0,1,1.00722582021403
2111,15,0,Other,Some College,8.825486735001370,27,0,Moderate,0,1,0,0,0.2701103141247830
3035,15,0,Caucasian,Bachelor,18.17835488242910,21,1,Moderate,0,1,0,0,1.907640379807340
1693,15,1,Asian,High School,7.156823172830670,27,0,Very High,1,1,0,1,0.7795517215186130
1819,18,0,Caucasian,High School,2.33608215467904,22,1,Low,1,0,0,0,1.0690799865648400
2583,15,1,Caucasian,High School,4.197856846099940,1,1,Moderate,0,0,0,0,2.9240321151586300
2300,16,1,African American,High School,14.098222654626700,8,1,Moderate,1,0,0,0,2.809833207494070
2789,15,0,Caucasian,,11.136242862814800,24,1,,0,0,0,0,0.6901567908276480
1702,18,1,Asian,Higher,7.7410002386977400,15,0,,1,0,0,0,1.6052743861754300
3120,18,1,Caucasian,Some College,18.04491246192460,12,0,,0,1,0,0,1.7831074672235300
1922,17,0,Caucasian,High School,3.821037374173660,12,1,Very High,0,0,0,0,2.197387290025700
1906,16,1,Caucasian,Some College,2.836887952339700,27,0,Low,0,0,0,0,0.3397153849684520
2871,17,0,Caucasian,High School,7.944550591324650,6,1,Very High,0,0,0,0,3.427620857629510
2710,16,1,Caucasian,High School,13.794030697237400,13,0,Very High,0,0,1,1,1.9523336493468100
2689,15,0,African American,Some College,0.2551295941486110,8,1,High,1,0,1,1,2.567031802833060
3020,18,1,Caucasian,Some College,1.8657476944393700,21,0,,0,0,0,1,0.3218314296846540
1168,17,1,African American,,9.786454949502430,9,0,Very High,0,1,0,0,2.298417928509480
1731,17,1,Caucasian,High School,2.607033594295840,9,0,High,0,1,0,0,2.573219136505810
2423,17,0,Caucasian,High School,10.41041067283030,21,0,Moderate,0,0,0,1,0.9052099482554690
1027,16,0,Caucasian,High School,10.367992532661300,2,0,Moderate,0,1,0,0,2.948717671911920
2211,15,0,Caucasian,,19.51054658041800,28,0,Moderate,0,0,0,1,0.984031782647104
2375,17,1,African American,High School,18.29168870443500,21,1,Moderate,0,0,0,0,1.6780125322160900
1998,18,1,African American,Some College,5.96901322295521,0,0,High,0,0,1,0,3.512322894833650
2041,15,0,Asian,High School,11.256604744292100,20,0,High,0,1,1,0,1.704415088568230
2460,17,0,Caucasian,Some College,16.179554992274200,29,0,Moderate,0,0,0,0,0.5885556231650220
3390,16,1,Caucasian,Some College,6.8054996446806200,20,0,Moderate,0,0,0,1,1.142332879526160
3163,17,0,Caucasian,High School,6.212019427906590,14,0,Moderate,1,1,1,0,1.881588986626360
1042,17,0,Caucasian,High School,14.294046327645200,7,0,Moderate,0,0,0,0,2.625128097732230
2122,17,1,Asian,Some College,12.888463392596300,17,0,Moderate,0,1,0,0,1.5913657381425100
3204,17,1,African American,Some College,5.959595893245390,1,1,Moderate,1,0,0,0,3.453790618896310
2242,18,1,Caucasian,High School,11.413663501439600,21,1,Very High,0,0,1,0,1.994611703201560
2132,16,1,Caucasian,,6.754959934696950,0,0,Moderate,1,0,0,0,3.294332437143910
1610,18,1,Asian,Some College,9.784324973761810,15,0,Low,0,0,0,1,1.5904330983565400
2813,17,1,Caucasian,High School,16.359695421544100,10,0,High,0,1,0,0,2.672755461068080
3145,15,1,Caucasian,Some College,4.193218442234010,17,0,Moderate,1,0,0,0,1.5269602894053000
2892,16,1,Caucasian,Bachelor,10.10056092297530,14,1,Low,0,0,0,0,1.9146018444641900
2424,17,1,African American,High School,13.107663989269100,20,1,Low,0,0,0,0,1.5767564705892200
1494,16,0,Other,High School,6.846681649219810,25,1,Low,0,1,0,0,0.5672371067999950
1237,16,1,Caucasian,Some College,5.082945602556290,0,0,High,0,0,1,0,2.9839199495865000
1552,18,0,Asian,Bachelor,8.491452143719110,12,0,High,0,1,0,0,2.1609785190420600
1521,18,1,Asian,Some College,8.288596249340730,25,0,Moderate,0,1,0,0,0.7177804975968940
2495,16,1,Other,Bachelor,18.94341233686790,7,0,Very High,0,1,1,0,3.31820802902305
1721,16,1,Asian,High School,14.121162292760600,17,0,Very High,0,1,0,0,2.3588158974550500
2725,16,0,Other,Bachelor,7.3016734656880100,27,0,,0,0,0,0,0.0
3117,15,1,African American,High School,10.766527440198200,29,0,Low,0,0,0,0,0.3785436345391650
1059,17,0,Caucasian,High School,6.771080548741030,9,1,High,0,1,0,0,2.61383869367367
1632,18,1,Caucasian,High School,17.091373280652800,8,0,Moderate,0,0,0,0,2.576927695452170
3348,16,1,African American,Some College,13.434896809549700,4,0,High,0,0,1,0,2.992912336093740
1593,15,1,African American,Some College,2.058922894005720,29,0,Very High,0,1,0,1,0.6176804235913720
3085,15,0,Caucasian,Some College,9.07507520500707,6,1,Moderate,0,0,1,0,2.8934002946535600
1940,16,1,Asian,High School,5.609264484093050,12,0,Very High,0,0,0,0,2.1025418985543600
3226,15,0,Asian,High School,5.880067771899060,23,0,Moderate,1,1,0,0,1.0933875706255500
1905,17,1,African American,High School,6.275642866114580,6,1,Moderate,0,0,1,0,2.6162916954361800
2762,17,0,Caucasian,,17.87069166996870,25,0,High,0,0,0,0,1.2197472447014100
3297,15,0,African American,High School,17.679955537423700,8,0,,0,1,0,0,2.275665113075240
2392,16,1,Asian,Some College,17.998190867093400,5,0,,1,0,0,0,3.0556902074734400
2731,16,1,African American,Some College,12.760064704325000,18,0,Low,0,0,0,0,1.364736910668080
2729,16,1,Caucasian,Bachelor,12.13439159564460,19,0,High,0,0,0,1,1.4729004934270800
1707,18,1,Caucasian,High School,10.9924460221207,28,0,High,0,0,0,0,0.4059048314284250
2023,16,0,Asian,High School,11.543994928451200,1,0,Moderate,1,1,0,0,3.487510668221960
1746,16,1,Asian,High School,14.24143984495860,16,0,Moderate,1,0,0,0,1.878547509948440
2652,16,1,African American,Some College,6.580114593244660,6,0,,0,0,0,0,2.09606565162715
2287,16,0,Asian,Bachelor,5.407664706213130,26,0,,0,0,0,0,0.0
1514,16,0,Caucasian,Some College,16.75682761811040,15,1,High,0,1,0,1,2.353731151756540
1082,18,1,Asian,Some College,0.8776217673748720,25,0,Moderate,0,0,0,0,0.500508035804656
3124,15,1,Caucasian,Bachelor,1.969892833588070,21,0,Moderate,1,0,0,0,1.0619359966520100
1915,18,1,Caucasian,Higher,17.253503258914500,22,1,High,1,0,0,0,1.5569571221233600
3203,17,0,Caucasian,Some College,17.526279398310200,4,0,Very High,0,0,0,0,3.1152505558547800
2641,18,0,Caucasian,Some College,11.723647081766800,28,0,High,0,0,1,1,0.7988865726422570
1151,17,0,Asian,Some College,4.291296401857000,1,0,Low,0,1,1,0,2.804504928911690
1775,16,1,Other,High School,19.004224117308600,1,0,Moderate,0,0,1,0,3.209673328360460
1330,18,0,Asian,Some College,18.92757306716740,10,0,Low,1,1,0,0,2.3321590405051200
1007,15,0,African American,High School,15.601680474699300,10,0,High,0,1,0,0,2.748237414891580
1944,15,0,Asian,,10.596677779241400,12,0,Low,0,0,0,1,1.6210121147431700
3202,16,1,Caucasian,High School,8.188958752546180,15,1,High,0,0,0,0,2.0607924590958500
2868,15,0,Caucasian,Bachelor,5.136631491341170,22,1,Moderate,0,0,0,1,0.6754583905284620
1910,16,1,Other,Some College,13.21454786218300,15,1,Moderate,1,0,1,0,2.246545273169090
1469,15,0,Asian,Some College,3.2943549388596200,26,1,Moderate,0,0,0,0,0.2782154592390720
1182,17,0,Caucasian,High School,18.91549434016920,20,0,High,1,0,0,0,1.722115750240590
1165,16,1,African American,Bachelor,18.880825565618500,11,1,Moderate,1,0,0,0,2.369648013449620
1452,16,0,Other,,8.808691413120920,3,0,,0,0,0,0,2.878926862568040
1491,18,0,Caucasian,Some College,12.85604100324170,19,1,Low,1,0,0,0,1.5567655569083200
3038,17,0,Asian,Some College,8.047410790827490,8,0,Very High,1,1,0,0,3.12911663958354
2144,17,0,Caucasian,Some College,9.89965589424922,14,0,Very High,1,0,1,0,2.371982914818470
3157,18,1,African American,Bachelor,8.824022044258650,1,0,High,0,0,0,1,3.1391893048250400
2112,15,0,Caucasian,High School,0.3591572750030190,21,0,,0,1,0,1,0.4389817405690690
2901,18,1,African American,Some College,15.683743584641600,1,1,Very High,0,1,0,0,3.9514599508156700
2342,18,0,African American,Some College,18.46599016539860,19,0,Low,0,1,1,0,1.7051993889190200
3087,16,0,African American,Some College,13.747798253714300,8,0,Moderate,0,0,0,0,1.935602560783460
3054,18,0,Other,Some College,14.736336636594000,4,1,Low,1,0,0,0,3.017133682391310
2560,17,0,Asian,Bachelor,19.64154757271260,17,0,Very High,1,1,1,0,2.495379496847870
2617,17,1,African American,Some College,2.813066784673340,2,1,Low,0,0,0,0,3.033291953501390
1328,17,1,Caucasian,Bachelor,2.595659314452230,15,1,High,0,0,0,0,1.9169618961294300
1443,15,0,Caucasian,Some College,19.424398237709900,0,0,High,0,1,1,1,4.0
2437,16,0,Asian,Some College,19.86327477866960,24,0,Low,0,1,1,0,1.1622578007219200
2248,16,0,Caucasian,High School,0.2305202810597050,26,0,Moderate,0,0,0,0,0.1126350589951870
1833,17,1,Caucasian,Bachelor,13.870196740926400,11,0,Low,0,0,1,0,1.7233856864018500
2846,17,0,Asian,Some College,17.430913614162500,5,0,,0,0,0,0,2.228511429722960
2304,16,0,Caucasian,High School,19.12442347287260,29,1,High,1,1,0,0,1.6230040750090500
1087,16,1,Caucasian,High School,13.399069817184400,20,1,Low,1,0,1,1,1.5237487447337300
3337,17,0,Asian,Bachelor,1.517432824480950,6,0,Low,1,0,0,0,2.0787778990811400
1778,18,1,Caucasian,Higher,1.1426543868666000,20,1,Low,1,0,0,0,0.8227735669667380
2802,15,0,Asian,Some College,14.40867404451560,5,0,High,1,0,0,0,3.0560700900603400
1055,17,0,Caucasian,,0.1862058152470740,29,1,Moderate,1,1,0,0,0.7562591665741930
2695,15,0,Caucasian,Some College,18.341970103435900,4,0,Moderate,1,0,0,0,3.4922119973943000
2943,16,1,Caucasian,High School,18.755291186364500,5,1,Moderate,1,0,0,0,3.099064650031250
2419,15,1,African American,Bachelor,14.806260616879000,20,0,Very High,0,0,0,0,1.5820932661745100
1114,16,0,Caucasian,High School,16.8492821367115,18,1,Low,0,1,1,0,1.919956439918210
3241,15,1,Asian,Some College,11.963648910840000,9,0,Moderate,0,0,0,0,2.266160309674470
1988,18,1,African American,Some College,9.61883216168607,15,0,High,1,0,0,0,2.096032624938280
2703,17,1,Caucasian,Higher,7.471325720781610,23,0,Low,0,0,0,0,0.4244328946229090
2819,16,0,Caucasian,High School,5.921310200778940,29,0,High,1,0,0,0,0.7369928855488140
2010,18,1,Caucasian,Bachelor,2.985360253384950,12,0,Moderate,1,0,0,0,1.671076181781800
1590,15,1,Caucasian,Some College,12.49401338813220,0,0,High,0,0,0,0,3.5662831299671100
2981,15,1,Caucasian,Some College,18.652914346823400,27,1,Very High,1,1,1,1,1.5858200366928600
1018,18,1,Caucasian,,3.5282382085577200,16,1,Moderate,0,0,0,0,1.3844041756940300
2879,18,1,African American,High School,11.510990156622100,27,0,Low,0,1,0,0,0.6939648518623460
2850,16,0,Caucasian,Some College,7.639160380905380,19,0,Low,0,0,0,1,1.261128239702080
1286,17,1,Caucasian,,7.345554025614180,25,0,Low,0,0,0,0,0.3464705925902770
1429,15,1,Other,High School,6.403623348568770,12,0,Moderate,1,1,0,0,2.025416982399460
2223,15,1,Caucasian,Some College,17.167467595221200,29,0,Low,0,1,0,0,0.7027603188634380
1670,17,1,Caucasian,Some College,12.29082036442630,20,1,,1,1,1,0,1.8102707442887600
1032,15,0,Caucasian,Bachelor,8.132730537699410,17,0,Very High,0,0,0,1,1.8475354711387900
1723,18,1,Caucasian,Some College,5.153912963783590,24,0,Low,0,0,0,0,0.5878350833437530
1952,18,1,Caucasian,Some College,18.67230755670190,4,1,High,1,1,0,1,3.836698640240590
2591,18,1,Caucasian,High School,15.839220289334300,7,0,Low,0,1,0,0,3.010135527533250
1215,17,1,Caucasian,Bachelor,12.9972784340515,11,0,High,0,0,0,0,2.0217714943693800
2614,15,1,Caucasian,High School,13.363613239158100,2,0,High,1,0,0,0,3.012897486759210
2165,15,0,Caucasian,Some College,16.43155383521680,6,0,High,0,1,0,0,3.072136606487930
1327,17,0,Asian,Higher,2.5017781967280700,17,0,High,0,1,0,0,1.3616984178594100
1561,18,1,Asian,Higher,18.29232909030380,19,0,High,0,1,0,0,1.5837802579380000
2087,15,1,Caucasian,High School,15.168073460684100,12,0,Moderate,1,0,1,0,2.423585366966070
2653,16,0,Caucasian,Some College,7.829085415889420,28,0,High,0,1,0,0,0.745518983001618
1342,18,1,Other,Some College,4.784221760684380,15,0,Low,1,0,1,0,1.7555440233413900
1148,17,0,Asian,High School,14.057328881002000,11,0,High,0,1,0,0,2.3145876278110000
2663,18,1,Asian,Higher,18.40393972148550,26,0,Low,0,0,1,0,1.0117467565808500
2108,16,1,Asian,Some College,6.587561340684350,27,0,High,1,0,0,0,0.473623395542819
2937,17,0,Caucasian,Some College,10.800583845213800,18,0,Moderate,0,0,0,0,1.3180744589421000
1967,15,1,Asian,High School,12.897120868594500,14,0,Moderate,0,1,0,1,2.105309278797110
2073,16,1,Caucasian,High School,18.26411923628350,29,1,High,0,0,0,0,0.9131278090050240
1156,16,0,Caucasian,Bachelor,17.232499001679600,16,1,High,1,1,0,0,2.631434065124420
3242,17,0,Asian,Some College,5.288085958592910,19,1,High,1,0,0,0,1.7609996788469500
2600,15,0,Caucasian,High School,2.527402838940100,19,0,Moderate,0,0,0,0,1.1359698905964300
2003,15,0,Other,High School,0.806504794419014,3,0,High,1,0,1,1,3.201710217015250
2667,18,0,Asian,Bachelor,4.838554562384730,23,0,Moderate,0,0,0,1,0.539645751276114
2948,16,0,Caucasian,High School,17.901334458724300,29,0,High,1,1,1,0,1.1480334125866000
2670,18,0,Caucasian,High School,14.649092582674600,14,1,Moderate,0,0,0,0,2.401469995162930
3118,18,1,Other,High School,11.301475829602100,7,0,Low,0,0,0,1,2.1728123218250200
3252,17,0,Caucasian,Bachelor,16.88419171552460,18,0,Moderate,1,0,0,0,1.5576879646413500
2988,18,0,African American,Bachelor,7.371249380554280,17,0,Low,1,0,0,0,1.4699645571763000
2469,18,1,Asian,High School,10.723845585644100,3,0,High,0,1,0,1,3.3327885878934700
3245,18,1,Caucasian,High School,18.487086923876000,0,0,Moderate,1,0,0,0,3.211743755038160
2259,18,1,Asian,Some College,19.229993584742900,14,0,Very High,0,0,0,0,2.0033079798237300
2334,18,1,Other,Higher,5.75868188186438,4,0,Moderate,1,1,0,1,3.1274525275924000
2613,18,1,Caucasian,Some College,1.7554582824688100,5,1,Moderate,1,0,0,0,2.539771016481110
2794,17,1,African American,High School,1.3350050970151400,14,0,High,0,0,0,0,1.563591912280610
3149,16,1,Caucasian,Some College,3.646703671564390,6,0,High,1,1,1,0,3.1832324893858300
1939,16,0,African American,Some College,8.164750386925970,12,0,Moderate,0,0,0,0,1.9507691766596500
3151,15,1,Caucasian,Bachelor,15.101364082632500,15,0,Moderate,1,1,0,1,2.525086321570890
1347,17,1,Other,Some College,11.206973487006500,8,0,Low,0,1,1,0,2.614950353949790
2986,16,1,Asian,High School,12.75860979159330,3,0,Low,1,0,0,1,3.3446266750887100
3369,15,0,Caucasian,Higher,6.682728237523470,3,0,Moderate,0,0,1,1,3.1585923238952300
2279,15,1,Caucasian,Some College,18.899695711116900,3,1,High,1,1,0,0,4.0
1386,18,0,Caucasian,Some College,13.275832478828900,6,0,High,0,0,0,0,2.6576385566960100
2573,16,1,Caucasian,Some College,2.47144981198981,23,0,Very High,0,0,0,0,0.9740174167472980
2472,16,1,Caucasian,Some College,1.8227467817941400,15,1,Low,0,0,0,0,1.6109406825599000
1244,15,1,African American,,14.282382818498300,12,1,Moderate,0,0,0,0,2.389032645212190
2348,17,1,African American,Some College,8.528121129839460,27,0,Moderate,1,1,0,0,0.3392066993150440
1937,16,1,Caucasian,High School,19.47485164076990,26,1,High,1,0,0,1,1.6676669904535000
3055,17,1,Caucasian,High School,9.518844350954490,14,0,High,1,1,0,0,2.220548508939330
1313,18,1,Asian,Bachelor,11.985550356471800,24,0,Low,0,0,0,0,0.680087787496653
3336,18,0,Asian,Some College,10.646205267598200,14,0,Moderate,0,0,0,0,1.5656478476708700
2376,15,0,Caucasian,Bachelor,1.8207262989088300,1,1,High,0,1,1,0,3.659836405312250
1969,16,1,Asian,High School,19.018827037316700,1,0,,0,0,0,0,2.993541560404550
1661,18,1,Caucasian,,12.113984809197500,21,0,Moderate,0,1,0,0,1.35272076359225
1936,15,0,African American,High School,6.104290602577180,7,0,Moderate,1,0,0,0,2.086687740995230
1371,18,0,African American,Some College,15.59063363647870,26,0,High,0,0,0,0,0.6237474365472880
1567,16,0,Caucasian,Some College,14.71907121030360,13,1,Very High,1,0,0,0,2.8656747490202000
2773,15,1,African American,High School,4.915006243717760,21,0,Moderate,0,0,0,0,0.7287945170807480
1825,18,0,Caucasian,Some College,14.405358478947900,26,1,Low,1,0,0,1,1.1003818825946600
1983,18,1,Asian,High School,8.045893561526370,17,0,High,0,1,0,0,1.722726052159270
2793,17,1,Caucasian,Bachelor,11.42679056906150,8,0,Very High,0,0,0,1,2.5077426742068300
2609,16,1,African American,Some College,11.328873701732500,22,0,High,1,0,0,0,1.2860837347449800
1814,18,1,Asian,Some College,16.772435923961100,24,0,Moderate,1,0,0,0,1.295594900495880
1779,18,0,African American,High School,17.875483755238900,21,1,,0,0,0,0,1.2173352280449600
2053,17,1,Other,Bachelor,11.78663289895460,12,1,Low,1,0,0,0,2.254020037243270
2957,16,1,Asian,High School,10.416311722881600,17,1,Moderate,0,0,0,0,1.9390765371477800
2014,17,0,Asian,Higher,7.296361926157140,21,1,Moderate,0,0,0,0,1.4890630202510100
2539,16,1,Other,Some College,17.782387114548900,2,0,Very High,0,0,0,0,3.309453585183810
2902,15,0,Other,,15.265703804063200,7,0,Low,0,0,0,0,2.7952105534902600
2997,16,0,Caucasian,High School,0.6376959041718420,15,1,Very High,1,0,0,0,1.993952452575170
1127,16,1,African American,Bachelor,5.494100656142870,1,0,High,1,0,0,0,3.5350037581843200
1888,16,1,Asian,High School,3.395169964142720,12,1,Very High,0,1,0,0,2.5287112567899200
2839,18,0,Asian,Some College,5.069142593460330,8,0,High,0,0,0,0,2.3375584621180700
2008,15,1,African American,Some College,19.916047355598400,1,0,Moderate,0,0,0,0,3.1302227945215700
1356,17,0,Caucasian,Bachelor,2.3854334407948700,11,1,Moderate,0,0,0,0,2.2113795279733500
2004,15,0,Other,Bachelor,1.8953694206918800,16,1,Moderate,0,0,0,0,1.263890771933730
1683,17,0,African American,Some College,2.7274221005891700,0,1,,1,0,1,0,3.560791672128210
1828,16,1,Asian,Some College,18.451448098116,13,1,Low,0,0,0,0,2.591940919144190
2542,17,1,Caucasian,High School,13.83011091627190,21,1,High,0,1,0,0,1.4874769372990600
1985,18,1,Asian,High School,19.255696159614600,18,0,Very High,0,0,0,0,1.5347823896807900
2234,15,1,Caucasian,Some College,7.599199045195050,22,0,Very High,0,1,1,0,1.4851118281074400
3010,15,0,African American,High School,14.417864381042000,14,1,Very High,1,1,0,0,2.739701667259580
1141,18,1,Caucasian,,0.7858389030138490,2,0,High,1,0,0,0,3.139481546380390
3005,18,1,Caucasian,Bachelor,8.586455314083910,21,0,Moderate,1,1,0,0,1.3905396980299200
2858,15,0,Other,Some College,16.66548610057520,22,1,Very High,0,0,0,0,1.960538709128940
2487,17,1,African American,High School,0.7122430054568300,24,1,Moderate,1,0,0,0,0.9722477384320640
3127,15,1,Caucasian,Some College,16.930689862468100,1,1,Low,1,1,0,0,3.5974890937641700
2531,16,1,Asian,High School,14.880989024571600,1,0,High,0,0,1,0,3.26095049055304
2311,17,1,Caucasian,High School,1.8296591585929400,3,0,Low,0,0,0,0,2.732290675858270
2995,15,0,Other,Higher,5.418184464937420,7,0,High,0,0,0,0,2.6910442047353300
1712,16,1,Caucasian,High School,7.881672970200640,23,0,Low,0,1,1,0,0.9669677174911440
2158,15,1,African American,High School,8.63610201571824,6,1,Moderate,0,0,0,1,2.917010983412450
3143,16,0,African American,Some College,12.97068318066690,25,0,High,1,1,1,0,1.65178667236737
1872,18,1,Caucasian,High School,0.6234981822384250,21,0,Very High,0,1,0,0,1.320245987222630
2353,17,0,Caucasian,Some College,13.600921127485400,22,0,Low,0,1,0,0,0.9721682581321200
1011,17,0,Caucasian,High School,11.851363655296500,11,0,Low,0,0,0,0,2.1471716250185100
2568,18,1,Caucasian,Some College,1.0786516568174200,8,0,Low,0,0,0,0,1.6636371244012200
2526,17,1,Caucasian,Bachelor,16.567562912032900,2,1,Moderate,1,0,0,0,3.354368116289430
1755,16,1,Asian,Some College,16.436029185084000,20,0,Moderate,1,1,0,0,1.834226997089300
1627,15,1,Caucasian,Some College,19.72699845888320,27,0,Moderate,1,1,0,0,1.3917317913625900
2557,16,0,Caucasian,High School,5.041397737003430,6,1,Moderate,1,0,0,1,2.7671513375162300
1130,18,1,Caucasian,High School,18.274549880129200,22,1,High,0,0,0,0,1.3711850388917200
1844,17,1,Caucasian,High School,17.88182738515690,1,0,Moderate,0,0,0,0,3.0219548675332900
1324,16,0,Caucasian,,13.375065088996300,4,0,Moderate,0,0,0,0,2.609623081817450
2524,15,1,Caucasian,High School,11.468032517954100,14,1,Moderate,0,0,0,1,2.134832886078040
2452,15,1,Caucasian,Bachelor,17.246698328794600,14,0,High,0,0,1,0,1.9919099489857000
2285,17,1,Caucasian,High School,19.243718189836,9,1,High,0,1,0,0,2.9995441039151200
3319,17,0,Caucasian,Higher,12.94140332517750,9,0,Moderate,1,0,1,1,2.596111264562240
1015,18,1,Caucasian,High School,11.197810636915700,9,1,Moderate,0,0,0,0,2.396788117124800
2856,16,0,Caucasian,Some College,14.204196966325300,2,1,High,0,1,0,0,3.5326403833693000
1216,15,0,Caucasian,Some College,0.4939459537222260,29,1,Low,1,0,0,0,0.1259330746249500
2462,15,0,Other,Some College,9.14047904385251,5,1,High,0,0,0,0,2.81858182437894
2754,17,1,African American,Bachelor,19.60103885952970,16,0,Moderate,1,0,0,1,1.845656783786330
2183,18,0,Asian,Bachelor,1.0337135982226400,20,0,High,0,1,0,0,0.906353743453148
2781,16,1,Caucasian,High School,12.89812647729830,20,1,Low,0,0,1,0,1.35114105198072
2498,18,1,Caucasian,Some College,4.2835250547917400,3,0,High,0,1,1,0,3.344575197988930
1865,18,1,African American,Some College,19.5946866954772,26,1,High,0,0,0,0,1.5051727733314500
1517,18,1,Caucasian,Some College,5.1332337979182900,21,0,High,0,1,1,0,1.2989979848488300
1598,17,1,Asian,Some College,6.488764572701320,21,1,Low,1,0,0,1,1.1466960797952600
1196,16,1,African American,,12.665378346749800,26,0,High,1,1,0,0,0.8976341586164040
3017,15,1,Caucasian,,18.677175915714800,27,1,Very High,0,0,0,0,1.139337063496310
1289,15,0,Caucasian,Some College,7.468891822908710,4,0,Moderate,1,0,0,0,2.5537231512721900
1951,17,1,African American,Some College,2.5387211534835300,12,0,Moderate,0,1,0,0,1.978021718438140
2648,18,0,African American,Bachelor,1.446967676721150,6,0,High,1,1,0,0,2.629933233823930
2915,18,1,Caucasian,Bachelor,8.659460996794130,0,0,Low,1,0,0,0,2.9640587263043400
2121,16,0,Other,,12.353891723771800,6,1,High,1,1,0,0,3.52093145282294
1550,17,0,African American,High School,2.794411339579080,1,1,Moderate,0,1,0,0,3.335098154642010
1157,17,1,Caucasian,High School,18.84370908979280,28,0,,0,1,1,1,0.5030669073279150
1420,16,0,African American,Some College,19.80445069230150,3,0,Moderate,0,0,0,0,3.402352538644450
1923,15,0,Caucasian,Bachelor,8.815098868826360,29,0,Moderate,0,0,0,0,0.0211555827545139
2476,18,1,African American,High School,8.255166405547870,7,0,Moderate,0,0,0,1,2.2316569717750200
1478,18,0,Caucasian,Bachelor,16.246346654282400,3,0,Moderate,0,0,0,1,2.868574228220810
2447,18,0,Other,Some College,10.050952134440500,29,0,High,0,1,1,0,0.820105530138668
3383,16,0,Caucasian,Bachelor,13.941822765215200,20,0,Moderate,0,0,0,0,1.1919290455522100
1554,18,1,Caucasian,Some College,10.847731203808800,5,0,Very High,0,0,0,0,2.58350063639477
2203,18,0,Caucasian,Some College,11.51002036938120,19,1,Low,0,0,0,0,1.201444582455700
1391,17,0,Other,Some College,18.39741868261090,10,0,Very High,0,0,0,0,2.442456200129270
1579,16,1,Caucasian,Some College,4.944121474777540,18,1,Moderate,0,0,0,0,1.6692302172984
3357,16,0,Caucasian,Bachelor,7.262651805189240,22,0,High,0,0,0,0,0.7662574469888990
2478,18,1,Caucasian,Bachelor,11.677165346160300,1,1,Moderate,0,0,0,0,3.454462459935310
3172,16,0,Caucasian,High School,17.278066325882300,23,1,High,0,0,0,0,1.6838320257206600
1821,17,1,Caucasian,,4.190384486250640,17,0,Low,0,0,1,0,1.48259597306949
3290,15,0,Caucasian,,19.092753040129400,12,0,Moderate,1,0,0,1,2.4222760935888
2007,18,1,Caucasian,High School,1.3798001742091900,22,0,Moderate,0,0,0,1,0.8327175057955100
2249,16,1,Caucasian,Some College,2.606814471381440,17,0,High,1,0,0,1,1.9079839135479200
3031,17,0,African American,Some College,10.022394016507000,24,1,Moderate,0,0,0,0,1.0007755569217300
1665,15,0,African American,Some College,11.36638302155850,26,0,Low,1,1,1,0,0.5329232037789970
3123,17,0,African American,High School,18.868562145305700,27,1,High,1,0,0,0,1.4868656515688800
1143,18,1,Asian,Some College,8.854718554129170,23,1,High,0,0,0,0,0.8164582452137990
3083,15,0,African American,High School,15.497168043639100,21,0,Moderate,0,0,1,0,1.1307853592581500
3175,15,1,Caucasian,Some College,2.247659498574190,13,1,Low,1,1,1,0,1.687307435197660
1422,16,1,Caucasian,High School,0.2355975257328400,26,0,Moderate,0,0,1,0,0.3365712986081560
1800,17,1,Other,Some College,3.074986242058360,2,0,Moderate,1,0,0,0,3.334971827985920
1616,17,0,Caucasian,Bachelor,4.3864080242276400,26,1,Very High,1,1,0,0,0.9918836980476610
2319,16,1,Caucasian,High School,3.716641111306850,5,0,Moderate,0,0,0,0,2.3585718660404200
1296,18,1,Caucasian,Some College,0.7672772271140230,24,0,Very High,0,0,1,0,0.6559540779626770
1402,18,0,Caucasian,Bachelor,14.287751240745800,6,0,,1,0,1,0,3.038116129209990
1089,18,0,Caucasian,High School,16.117823383937100,22,0,,1,0,1,0,1.0586220144439900
